pair_idx,pitch_semi,tempo_bpm,mean_delta,broad_cat
50141,,105,0.991141,1b. Human Plagiarism + DSP
50142,,110,0.971955,1b. Human Plagiarism + DSP
50143,,110,0.992706,1b. Human Plagiarism + DSP
50144,,90,1.006626,1b. Human Plagiarism + DSP
50149,,90,0.991366,1b. Human Plagiarism + DSP
50150,,95,0.995780,1b. Human Plagiarism + DSP
50151,,105,0.975197,1b. Human Plagiarism + DSP
50152,,110,0.985082,1b. Human Plagiarism + DSP
50153,,110,1.011492,1b. Human Plagiarism + DSP
50154,,90,0.995224,1b. Human Plagiarism + DSP
50159,,90,0.978751,1b. Human Plagiarism + DSP
50160,,95,0.954048,1b. Human Plagiarism + DSP
50161,,105,0.964843,1b. Human Plagiarism + DSP
50162,,110,0.966864,1b. Human Plagiarism + DSP
50163,,110,1.006180,1b. Human Plagiarism + DSP
50164,,90,1.059336,1b. Human Plagiarism + DSP
50169,,90,0.997778,1b. Human Plagiarism + DSP
50170,,95,0.998169,1b. Human Plagiarism + DSP
50171,,105,1.010209,1b. Human Plagiarism + DSP
50172,,110,1.001844,1b. Human Plagiarism + DSP
50173,,110,1.035119,1b. Human Plagiarism + DSP
50174,,90,1.046878,1b. Human Plagiarism + DSP
50179,,90,0.999878,1b. Human Plagiarism + DSP
50180,,95,0.990880,1b. Human Plagiarism + DSP
50181,,105,0.984676,1b. Human Plagiarism + DSP
50182,,110,1.012021,1b. Human Plagiarism + DSP
50183,,110,1.021962,1b. Human Plagiarism + DSP
50184,,90,0.999598,1b. Human Plagiarism + DSP
50189,,90,0.971062,1b. Human Plagiarism + DSP
50190,,95,0.944849,1b. Human Plagiarism + DSP
50191,,105,0.958220,1b. Human Plagiarism + DSP
50192,,110,0.959588,1b. Human Plagiarism + DSP
50193,,110,0.983007,1b. Human Plagiarism + DSP
50194,,90,1.038514,1b. Human Plagiarism + DSP
50199,,90,0.996715,1b. Human Plagiarism + DSP
50200,,95,0.982518,1b. Human Plagiarism + DSP
50201,,105,0.989195,1b. Human Plagiarism + DSP
50202,,110,0.997264,1b. Human Plagiarism + DSP
50203,,110,1.022805,1b. Human Plagiarism + DSP
50204,,90,1.029440,1b. Human Plagiarism + DSP
50209,,90,1.027825,1b. Human Plagiarism + DSP
50210,,95,1.026253,1b. Human Plagiarism + DSP
50211,,105,1.010022,1b. Human Plagiarism + DSP
50212,,110,1.023609,1b. Human Plagiarism + DSP
50213,,110,1.044240,1b. Human Plagiarism + DSP
50214,,90,1.019259,1b. Human Plagiarism + DSP
50219,,90,1.002621,1b. Human Plagiarism + DSP
50220,,95,0.970430,1b. Human Plagiarism + DSP
50221,,105,0.978204,1b. Human Plagiarism + DSP
50222,,110,0.975815,1b. Human Plagiarism + DSP
50223,,110,1.033771,1b. Human Plagiarism + DSP
50224,,90,1.105690,1b. Human Plagiarism + DSP
50229,,90,1.017020,1b. Human Plagiarism + DSP
50230,,95,1.017255,1b. Human Plagiarism + DSP
50231,,105,1.026128,1b. Human Plagiarism + DSP
50232,,110,1.000653,1b. Human Plagiarism + DSP
50233,,110,1.041954,1b. Human Plagiarism + DSP
50234,,90,1.052954,1b. Human Plagiarism + DSP
50239,,90,1.042644,1b. Human Plagiarism + DSP
50240,,95,1.044185,1b. Human Plagiarism + DSP
50241,,105,1.020223,1b. Human Plagiarism + DSP
50242,,110,1.041790,1b. Human Plagiarism + DSP
50243,,110,1.058890,1b. Human Plagiarism + DSP
50244,,90,1.039951,1b. Human Plagiarism + DSP
50249,,90,1.017721,1b. Human Plagiarism + DSP
50250,,95,0.989692,1b. Human Plagiarism + DSP
50251,,105,1.001308,1b. Human Plagiarism + DSP
50252,,110,0.996255,1b. Human Plagiarism + DSP
50253,,110,1.046849,1b. Human Plagiarism + DSP
50254,,90,1.112967,1b. Human Plagiarism + DSP
50259,,90,1.024907,1b. Human Plagiarism + DSP
50260,,95,1.027692,1b. Human Plagiarism + DSP
50261,,105,1.033610,1b. Human Plagiarism + DSP
50262,,110,1.023789,1b. Human Plagiarism + DSP
50263,,110,1.058320,1b. Human Plagiarism + DSP
50264,,90,1.073430,1b. Human Plagiarism + DSP
50269,,90,0.960427,1b. Human Plagiarism + DSP
50270,,95,1.008346,1b. Human Plagiarism + DSP
50271,,105,0.980067,1b. Human Plagiarism + DSP
50272,,110,0.947182,1b. Human Plagiarism + DSP
50273,,110,0.916196,1b. Human Plagiarism + DSP
50274,,90,0.957633,1b. Human Plagiarism + DSP
50279,,90,0.989876,1b. Human Plagiarism + DSP
50280,,95,0.956321,1b. Human Plagiarism + DSP
50281,,105,0.950904,1b. Human Plagiarism + DSP
50282,,110,0.969363,1b. Human Plagiarism + DSP
50283,,110,0.924054,1b. Human Plagiarism + DSP
50284,,90,0.856387,1b. Human Plagiarism + DSP
50289,,90,0.894951,1b. Human Plagiarism + DSP
50290,,95,0.939776,1b. Human Plagiarism + DSP
50291,,105,0.924035,1b. Human Plagiarism + DSP
50292,,110,0.885417,1b. Human Plagiarism + DSP
50293,,110,0.823215,1b. Human Plagiarism + DSP
50294,,90,0.906702,1b. Human Plagiarism + DSP
50299,,90,0.911769,1b. Human Plagiarism + DSP
50300,,95,0.905730,1b. Human Plagiarism + DSP
50301,,105,0.905216,1b. Human Plagiarism + DSP
50302,,110,0.888474,1b. Human Plagiarism + DSP
50303,,110,0.880227,1b. Human Plagiarism + DSP
50304,,90,0.866756,1b. Human Plagiarism + DSP
50309,,90,0.982025,1b. Human Plagiarism + DSP
50310,,95,0.975073,1b. Human Plagiarism + DSP
50311,,105,0.954954,1b. Human Plagiarism + DSP
50312,,110,0.961912,1b. Human Plagiarism + DSP
50313,,110,1.026893,1b. Human Plagiarism + DSP
50314,,90,1.024063,1b. Human Plagiarism + DSP
50319,,90,0.967859,1b. Human Plagiarism + DSP
50320,,95,0.971705,1b. Human Plagiarism + DSP
50321,,105,0.951800,1b. Human Plagiarism + DSP
50322,,110,0.965527,1b. Human Plagiarism + DSP
50323,,110,0.990344,1b. Human Plagiarism + DSP
50324,,90,0.942743,1b. Human Plagiarism + DSP
50329,,90,1.021879,1b. Human Plagiarism + DSP
50330,,95,1.029583,1b. Human Plagiarism + DSP
50331,,105,1.013439,1b. Human Plagiarism + DSP
50332,,110,1.021550,1b. Human Plagiarism + DSP
50333,,110,1.067950,1b. Human Plagiarism + DSP
50334,,90,1.060729,1b. Human Plagiarism + DSP
50339,,90,1.017333,1b. Human Plagiarism + DSP
50340,,95,1.020938,1b. Human Plagiarism + DSP
50341,,105,1.010033,1b. Human Plagiarism + DSP
50342,,110,1.024611,1b. Human Plagiarism + DSP
50343,,110,1.029715,1b. Human Plagiarism + DSP
50344,,90,1.005894,1b. Human Plagiarism + DSP
50349,,90,1.053853,1b. Human Plagiarism + DSP
50350,,95,0.919934,1b. Human Plagiarism + DSP
50351,,105,0.892287,1b. Human Plagiarism + DSP
50352,,110,0.927589,1b. Human Plagiarism + DSP
50353,,110,0.857753,1b. Human Plagiarism + DSP
50354,,90,0.880133,1b. Human Plagiarism + DSP
50359,,90,0.863840,1b. Human Plagiarism + DSP
50360,,95,0.951592,1b. Human Plagiarism + DSP
50361,,105,0.933113,1b. Human Plagiarism + DSP
50362,,110,0.853399,1b. Human Plagiarism + DSP
50363,,110,0.885605,1b. Human Plagiarism + DSP
50364,,90,0.972279,1b. Human Plagiarism + DSP
50369,,90,0.891229,1b. Human Plagiarism + DSP
50370,,95,0.918537,1b. Human Plagiarism + DSP
50371,,105,0.858413,1b. Human Plagiarism + DSP
50372,,110,0.896044,1b. Human Plagiarism + DSP
50373,,110,1.008386,1b. Human Plagiarism + DSP
50374,,90,0.899354,1b. Human Plagiarism + DSP
50379,,90,0.938306,1b. Human Plagiarism + DSP
50380,,95,0.959155,1b. Human Plagiarism + DSP
50381,,105,0.930175,1b. Human Plagiarism + DSP
50382,,110,0.915809,1b. Human Plagiarism + DSP
50383,,110,0.917639,1b. Human Plagiarism + DSP
50384,,90,0.875856,1b. Human Plagiarism + DSP
50389,,90,0.922272,1b. Human Plagiarism + DSP
50390,,95,0.935038,1b. Human Plagiarism + DSP
50391,,105,0.845992,1b. Human Plagiarism + DSP
50392,,110,0.868252,1b. Human Plagiarism + DSP
50393,,110,0.959605,1b. Human Plagiarism + DSP
50394,,90,0.844318,1b. Human Plagiarism + DSP
50399,,90,0.858849,1b. Human Plagiarism + DSP
50400,,95,0.853544,1b. Human Plagiarism + DSP
50401,,105,0.860580,1b. Human Plagiarism + DSP
50402,,110,0.892271,1b. Human Plagiarism + DSP
50403,,110,0.963035,1b. Human Plagiarism + DSP
50404,,90,0.835182,1b. Human Plagiarism + DSP
50409,,90,0.947754,1b. Human Plagiarism + DSP
50410,,95,0.896879,1b. Human Plagiarism + DSP
50411,,105,0.853054,1b. Human Plagiarism + DSP
50412,,110,0.885060,1b. Human Plagiarism + DSP
50413,,110,0.865793,1b. Human Plagiarism + DSP
50414,,90,0.926148,1b. Human Plagiarism + DSP
50419,,90,0.823906,1b. Human Plagiarism + DSP
50420,,95,0.900116,1b. Human Plagiarism + DSP
50421,,105,0.864396,1b. Human Plagiarism + DSP
50422,,110,0.913501,1b. Human Plagiarism + DSP
50423,,110,0.874502,1b. Human Plagiarism + DSP
50424,,90,0.880774,1b. Human Plagiarism + DSP
50429,,90,0.899960,1b. Human Plagiarism + DSP
50430,,95,0.889798,1b. Human Plagiarism + DSP
50431,,105,0.880309,1b. Human Plagiarism + DSP
50432,,110,0.854466,1b. Human Plagiarism + DSP
50433,,110,1.001599,1b. Human Plagiarism + DSP
50434,,90,0.960367,1b. Human Plagiarism + DSP
50439,,90,0.861568,1b. Human Plagiarism + DSP
50440,,95,0.919438,1b. Human Plagiarism + DSP
50441,,105,0.867515,1b. Human Plagiarism + DSP
50442,,110,0.962518,1b. Human Plagiarism + DSP
50443,,110,0.899840,1b. Human Plagiarism + DSP
50444,,90,0.832665,1b. Human Plagiarism + DSP
50449,,90,0.876826,1b. Human Plagiarism + DSP
50450,,95,0.884280,1b. Human Plagiarism + DSP
50451,,105,0.864390,1b. Human Plagiarism + DSP
50452,,110,0.871874,1b. Human Plagiarism + DSP
50453,,110,0.902530,1b. Human Plagiarism + DSP
50454,,90,0.857171,1b. Human Plagiarism + DSP
50459,,90,0.953349,1b. Human Plagiarism + DSP
50460,,95,0.916074,1b. Human Plagiarism + DSP
50461,,105,0.902600,1b. Human Plagiarism + DSP
50462,,110,0.925355,1b. Human Plagiarism + DSP
50463,,110,0.913865,1b. Human Plagiarism + DSP
50464,,90,0.878205,1b. Human Plagiarism + DSP
50469,,90,1.003442,1b. Human Plagiarism + DSP
50470,,95,0.905963,1b. Human Plagiarism + DSP
50471,,105,0.895198,1b. Human Plagiarism + DSP
50472,,110,0.915650,1b. Human Plagiarism + DSP
50473,,110,0.837361,1b. Human Plagiarism + DSP
50474,,90,0.851779,1b. Human Plagiarism + DSP
50479,,90,0.922914,1b. Human Plagiarism + DSP
50480,,95,0.965064,1b. Human Plagiarism + DSP
50481,,105,0.938442,1b. Human Plagiarism + DSP
50482,,110,0.862407,1b. Human Plagiarism + DSP
50483,,110,0.902389,1b. Human Plagiarism + DSP
50484,,90,0.961062,1b. Human Plagiarism + DSP
50489,,90,0.879641,1b. Human Plagiarism + DSP
50490,,95,0.905891,1b. Human Plagiarism + DSP
50491,,105,0.888126,1b. Human Plagiarism + DSP
50492,,110,0.888843,1b. Human Plagiarism + DSP
50493,,110,1.012410,1b. Human Plagiarism + DSP
50494,,90,0.944814,1b. Human Plagiarism + DSP
50499,,90,0.975115,1b. Human Plagiarism + DSP
50500,,95,0.995083,1b. Human Plagiarism + DSP
50501,,105,0.970871,1b. Human Plagiarism + DSP
50502,,110,0.942906,1b. Human Plagiarism + DSP
50503,,110,0.943950,1b. Human Plagiarism + DSP
50504,,90,0.921183,1b. Human Plagiarism + DSP
50509,,90,0.903220,1b. Human Plagiarism + DSP
50510,,95,0.897977,1b. Human Plagiarism + DSP
50511,,105,0.840074,1b. Human Plagiarism + DSP
50512,,110,0.867471,1b. Human Plagiarism + DSP
50513,,110,0.933832,1b. Human Plagiarism + DSP
50514,,90,0.859922,1b. Human Plagiarism + DSP
50519,,90,0.894517,1b. Human Plagiarism + DSP
50520,,95,0.896596,1b. Human Plagiarism + DSP
50521,,105,0.912613,1b. Human Plagiarism + DSP
50522,,110,0.892694,1b. Human Plagiarism + DSP
50523,,110,0.944777,1b. Human Plagiarism + DSP
50524,,90,0.832555,1b. Human Plagiarism + DSP
50529,,90,1.148047,1b. Human Plagiarism + DSP
50530,,95,1.093434,1b. Human Plagiarism + DSP
50531,,105,1.120976,1b. Human Plagiarism + DSP
50532,,110,1.092852,1b. Human Plagiarism + DSP
50533,,110,0.998023,1b. Human Plagiarism + DSP
50534,,90,1.146519,1b. Human Plagiarism + DSP
50539,,90,1.067626,1b. Human Plagiarism + DSP
50540,,95,1.094508,1b. Human Plagiarism + DSP
50541,,105,1.043732,1b. Human Plagiarism + DSP
50542,,110,1.063030,1b. Human Plagiarism + DSP
50543,,110,1.060562,1b. Human Plagiarism + DSP
50544,,90,1.131464,1b. Human Plagiarism + DSP
50549,,90,1.123045,1b. Human Plagiarism + DSP
50550,,95,1.122437,1b. Human Plagiarism + DSP
50551,,105,1.079346,1b. Human Plagiarism + DSP
50552,,110,1.069908,1b. Human Plagiarism + DSP
50553,,110,1.175002,1b. Human Plagiarism + DSP
50554,,90,1.158271,1b. Human Plagiarism + DSP
50559,,90,1.131957,1b. Human Plagiarism + DSP
50560,,95,1.160856,1b. Human Plagiarism + DSP
50561,,105,1.129351,1b. Human Plagiarism + DSP
50562,,110,1.107431,1b. Human Plagiarism + DSP
50563,,110,1.121024,1b. Human Plagiarism + DSP
50564,,90,1.063416,1b. Human Plagiarism + DSP
50569,,90,1.100721,1b. Human Plagiarism + DSP
50570,,95,1.078746,1b. Human Plagiarism + DSP
50571,,105,1.044443,1b. Human Plagiarism + DSP
50572,,110,1.040990,1b. Human Plagiarism + DSP
50573,,110,1.131840,1b. Human Plagiarism + DSP
50574,,90,1.039036,1b. Human Plagiarism + DSP
50579,,90,1.082692,1b. Human Plagiarism + DSP
50580,,95,1.114779,1b. Human Plagiarism + DSP
50581,,105,1.016452,1b. Human Plagiarism + DSP
50582,,110,1.104091,1b. Human Plagiarism + DSP
50583,,110,1.137814,1b. Human Plagiarism + DSP
50584,,90,0.938281,1b. Human Plagiarism + DSP
50589,,90,0.998537,1b. Human Plagiarism + DSP
50590,,95,0.944086,1b. Human Plagiarism + DSP
50591,,105,0.882471,1b. Human Plagiarism + DSP
50592,,110,0.924824,1b. Human Plagiarism + DSP
50593,,110,0.886905,1b. Human Plagiarism + DSP
50594,,90,0.851269,1b. Human Plagiarism + DSP
50599,,90,0.869851,1b. Human Plagiarism + DSP
50600,,95,1.009066,1b. Human Plagiarism + DSP
50601,,105,0.953330,1b. Human Plagiarism + DSP
50602,,110,0.898119,1b. Human Plagiarism + DSP
50603,,110,0.945730,1b. Human Plagiarism + DSP
50604,,90,0.947484,1b. Human Plagiarism + DSP
50609,,90,0.947842,1b. Human Plagiarism + DSP
50610,,95,0.956468,1b. Human Plagiarism + DSP
50611,,105,0.952619,1b. Human Plagiarism + DSP
50612,,110,0.932753,1b. Human Plagiarism + DSP
50613,,110,0.941963,1b. Human Plagiarism + DSP
50614,,90,0.987459,1b. Human Plagiarism + DSP
50619,,90,0.982647,1b. Human Plagiarism + DSP
50620,,95,1.015497,1b. Human Plagiarism + DSP
50621,,105,0.969057,1b. Human Plagiarism + DSP
50622,,110,0.989941,1b. Human Plagiarism + DSP
50623,,110,0.963235,1b. Human Plagiarism + DSP
50624,,90,0.868080,1b. Human Plagiarism + DSP
50629,,90,0.954585,1b. Human Plagiarism + DSP
50630,,95,0.955984,1b. Human Plagiarism + DSP
50631,,105,0.883490,1b. Human Plagiarism + DSP
50632,,110,0.910916,1b. Human Plagiarism + DSP
50633,,110,0.937036,1b. Human Plagiarism + DSP
50634,,90,0.864127,1b. Human Plagiarism + DSP
50639,,90,0.967674,1b. Human Plagiarism + DSP
50640,,95,1.019588,1b. Human Plagiarism + DSP
50641,,105,0.945145,1b. Human Plagiarism + DSP
50642,,110,0.952751,1b. Human Plagiarism + DSP
50643,,110,0.981675,1b. Human Plagiarism + DSP
50644,,90,0.843277,1b. Human Plagiarism + DSP
50649,,90,0.919804,1b. Human Plagiarism + DSP
50650,,95,0.892537,1b. Human Plagiarism + DSP
50651,,105,0.891847,1b. Human Plagiarism + DSP
50652,,110,0.861385,1b. Human Plagiarism + DSP
50653,,110,0.841806,1b. Human Plagiarism + DSP
50654,,90,0.922793,1b. Human Plagiarism + DSP
50659,,90,0.847600,1b. Human Plagiarism + DSP
50660,,95,0.912050,1b. Human Plagiarism + DSP
50661,,105,0.880993,1b. Human Plagiarism + DSP
50662,,110,0.816550,1b. Human Plagiarism + DSP
50663,,110,0.861146,1b. Human Plagiarism + DSP
50664,,90,0.907795,1b. Human Plagiarism + DSP
50669,,90,0.882030,1b. Human Plagiarism + DSP
50670,,95,0.888397,1b. Human Plagiarism + DSP
50671,,105,0.899868,1b. Human Plagiarism + DSP
50672,,110,0.901110,1b. Human Plagiarism + DSP
50673,,110,0.938868,1b. Human Plagiarism + DSP
50674,,90,0.941660,1b. Human Plagiarism + DSP
50679,,90,0.906993,1b. Human Plagiarism + DSP
50680,,95,0.953143,1b. Human Plagiarism + DSP
50681,,105,0.905810,1b. Human Plagiarism + DSP
50682,,110,1.002699,1b. Human Plagiarism + DSP
50683,,110,0.960270,1b. Human Plagiarism + DSP
50684,,90,0.850650,1b. Human Plagiarism + DSP
50689,,90,0.914918,1b. Human Plagiarism + DSP
50690,,95,0.915742,1b. Human Plagiarism + DSP
50691,,105,0.859882,1b. Human Plagiarism + DSP
50692,,110,0.872970,1b. Human Plagiarism + DSP
50693,,110,0.901303,1b. Human Plagiarism + DSP
50694,,90,0.845674,1b. Human Plagiarism + DSP
50699,,90,0.902811,1b. Human Plagiarism + DSP
50700,,95,0.910454,1b. Human Plagiarism + DSP
50701,,105,0.854256,1b. Human Plagiarism + DSP
50702,,110,0.916721,1b. Human Plagiarism + DSP
50703,,110,0.961824,1b. Human Plagiarism + DSP
50704,,90,0.855064,1b. Human Plagiarism + DSP
50709,,90,0.904929,1b. Human Plagiarism + DSP
50710,,95,0.896300,1b. Human Plagiarism + DSP
50711,,105,0.877912,1b. Human Plagiarism + DSP
50712,,110,0.913743,1b. Human Plagiarism + DSP
50713,,110,0.999891,1b. Human Plagiarism + DSP
50714,,90,0.920703,1b. Human Plagiarism + DSP
50719,,90,0.892848,1b. Human Plagiarism + DSP
50720,,95,0.898292,1b. Human Plagiarism + DSP
50721,,105,0.898479,1b. Human Plagiarism + DSP
50722,,110,0.911565,1b. Human Plagiarism + DSP
50723,,110,0.966660,1b. Human Plagiarism + DSP
50724,,90,0.931620,1b. Human Plagiarism + DSP
50729,,90,0.907571,1b. Human Plagiarism + DSP
50730,,95,0.923426,1b. Human Plagiarism + DSP
50731,,105,0.949995,1b. Human Plagiarism + DSP
50732,,110,0.906604,1b. Human Plagiarism + DSP
50733,,110,0.886136,1b. Human Plagiarism + DSP
50734,,90,1.072736,1b. Human Plagiarism + DSP
50739,,90,0.861912,1b. Human Plagiarism + DSP
50740,,95,0.871772,1b. Human Plagiarism + DSP
50741,,105,0.843678,1b. Human Plagiarism + DSP
50742,,110,0.879202,1b. Human Plagiarism + DSP
50743,,110,0.906680,1b. Human Plagiarism + DSP
50744,,90,0.836738,1b. Human Plagiarism + DSP
50749,,90,0.881757,1b. Human Plagiarism + DSP
50750,,95,0.865429,1b. Human Plagiarism + DSP
50751,,105,0.823334,1b. Human Plagiarism + DSP
50752,,110,0.847237,1b. Human Plagiarism + DSP
50753,,110,0.856694,1b. Human Plagiarism + DSP
50754,,90,0.925714,1b. Human Plagiarism + DSP
50759,,90,0.883132,1b. Human Plagiarism + DSP
50760,,95,0.856955,1b. Human Plagiarism + DSP
50761,,105,0.863171,1b. Human Plagiarism + DSP
50762,,110,0.849205,1b. Human Plagiarism + DSP
50763,,110,0.850134,1b. Human Plagiarism + DSP
50764,,90,1.077876,1b. Human Plagiarism + DSP
50769,,90,0.839890,1b. Human Plagiarism + DSP
50770,,95,0.785054,1b. Human Plagiarism + DSP
50771,,105,0.754650,1b. Human Plagiarism + DSP
50772,,110,0.807287,1b. Human Plagiarism + DSP
50773,,110,0.829998,1b. Human Plagiarism + DSP
50774,,90,0.822571,1b. Human Plagiarism + DSP
50779,,90,0.870454,1b. Human Plagiarism + DSP
50780,,95,0.782975,1b. Human Plagiarism + DSP
50781,,105,0.736089,1b. Human Plagiarism + DSP
50782,,110,0.760212,1b. Human Plagiarism + DSP
50783,,110,0.928800,1b. Human Plagiarism + DSP
50784,,90,0.827902,1b. Human Plagiarism + DSP
50789,,90,0.836536,1b. Human Plagiarism + DSP
50790,,95,0.823667,1b. Human Plagiarism + DSP
50791,,105,0.839161,1b. Human Plagiarism + DSP
50792,,110,0.780313,1b. Human Plagiarism + DSP
50793,,110,0.754429,1b. Human Plagiarism + DSP
50794,,90,1.096979,1b. Human Plagiarism + DSP
50799,,90,0.939235,1b. Human Plagiarism + DSP
50800,,95,0.931192,1b. Human Plagiarism + DSP
50801,,105,0.917060,1b. Human Plagiarism + DSP
50802,,110,0.957017,1b. Human Plagiarism + DSP
50803,,110,0.905324,1b. Human Plagiarism + DSP
50804,,90,0.941186,1b. Human Plagiarism + DSP
50809,,90,0.971344,1b. Human Plagiarism + DSP
50810,,95,0.950328,1b. Human Plagiarism + DSP
50811,,105,0.960999,1b. Human Plagiarism + DSP
50812,,110,0.962172,1b. Human Plagiarism + DSP
50813,,110,0.965637,1b. Human Plagiarism + DSP
50814,,90,0.993209,1b. Human Plagiarism + DSP
50819,,90,1.044167,1b. Human Plagiarism + DSP
50820,,95,0.976979,1b. Human Plagiarism + DSP
50821,,105,1.028758,1b. Human Plagiarism + DSP
50822,,110,1.037453,1b. Human Plagiarism + DSP
50823,,110,1.048090,1b. Human Plagiarism + DSP
50824,,90,0.913760,1b. Human Plagiarism + DSP
50829,,90,0.868010,1b. Human Plagiarism + DSP
50830,,95,0.896208,1b. Human Plagiarism + DSP
50831,,105,0.870686,1b. Human Plagiarism + DSP
50832,,110,0.877998,1b. Human Plagiarism + DSP
50833,,110,0.879293,1b. Human Plagiarism + DSP
50834,,90,0.770160,1b. Human Plagiarism + DSP
50839,,90,0.939112,1b. Human Plagiarism + DSP
50840,,95,0.915883,1b. Human Plagiarism + DSP
50841,,105,0.901791,1b. Human Plagiarism + DSP
50842,,110,0.935605,1b. Human Plagiarism + DSP
50843,,110,0.940836,1b. Human Plagiarism + DSP
50844,,90,0.950352,1b. Human Plagiarism + DSP
50849,,90,0.944061,1b. Human Plagiarism + DSP
50850,,95,0.893617,1b. Human Plagiarism + DSP
50851,,105,0.933957,1b. Human Plagiarism + DSP
50852,,110,0.947280,1b. Human Plagiarism + DSP
50853,,110,0.918177,1b. Human Plagiarism + DSP
50854,,90,0.904734,1b. Human Plagiarism + DSP
50859,,90,0.830055,1b. Human Plagiarism + DSP
50860,,95,0.887842,1b. Human Plagiarism + DSP
50861,,105,0.841171,1b. Human Plagiarism + DSP
50862,,110,0.848293,1b. Human Plagiarism + DSP
50863,,110,0.865710,1b. Human Plagiarism + DSP
50864,,90,0.780049,1b. Human Plagiarism + DSP
50869,,90,0.879962,1b. Human Plagiarism + DSP
50870,,95,0.859272,1b. Human Plagiarism + DSP
50871,,105,0.840387,1b. Human Plagiarism + DSP
50872,,110,0.884253,1b. Human Plagiarism + DSP
50873,,110,0.871925,1b. Human Plagiarism + DSP
50874,,90,0.914744,1b. Human Plagiarism + DSP
50879,,90,0.973600,1b. Human Plagiarism + DSP
50880,,95,0.883699,1b. Human Plagiarism + DSP
50881,,105,0.939272,1b. Human Plagiarism + DSP
50882,,110,0.978827,1b. Human Plagiarism + DSP
50883,,110,0.966471,1b. Human Plagiarism + DSP
50884,,90,0.800978,1b. Human Plagiarism + DSP
50889,,90,0.966175,1b. Human Plagiarism + DSP
50890,,95,0.998400,1b. Human Plagiarism + DSP
50891,,105,1.003359,1b. Human Plagiarism + DSP
